BGE,rate,JV,JE,size
0.32267718189512784,0.31483360819015827,3.1427147496484904e-5,2.0604181045825292e-5,4
0.31734452321732265,0.3148330419580319,3.140939021220811e-5,2.0577839923161e-5,4
0.3379705234025096,0.31483562001271026,3.2745006018709415e-5,2.278194454124767e-5,4
0.3623827709484344,0.31483626532800757,3.502414937773019e-5,2.6928508678578497e-5,4
0.3410859657007167,0.3148345961178849,3.2753734067038806e-5,2.2796336231105732e-5,4
0.30995823258171373,0.31482911029216143,2.9811262848726667e-5,1.8475770991209866e-5,4
0.32176101856820005,0.3148330895074411,3.142410320664833e-5,2.0599648104862282e-5,4
0.32420464556178025,0.3148320124981226,3.143216873000649e-5,2.061162724828021e-5,4
0.32176101856825057,0.3148330895929,3.1424102819328236e-5,2.0599647530403616e-5,4
0.3017372796436571,0.51087770965868,3.3539053455511365e-5,2.8709190590203334e-5,5
0.2724842099484728,0.5108626738675512,3.073713048436715e-5,2.476347337904658e-5,5
0.15257116256186476,0.5106952663842848,2.5156368893147848e-5,1.8209037552878868e-5,5
0.21350439476830496,0.5107519605945198,3.934801834209598e-5,3.869234429102599e-5,5
0.289915340409135,0.5108725870748856,3.214203371045438e-5,2.6738153289269662e-5,5
0.2633222909859238,0.51084757172359,3.07142896521039e-5,2.4732947929759925e-5,5
0.1683427738355467,0.5105569286952725,3.8946529480400364e-5,3.7908593294079776e-5,5
0.2742273400585365,0.5108660474179161,3.0741464554044724e-5,2.4769288560365628e-5,5
0.23886879290710844,0.510833417331894,2.898809597269288e-5,2.2596152613727094e-5,5
0.27196168574539886,0.5108596468618785,3.073577936154098e-5,2.476162700064591e-5,5
0.23833134942070577,0.5108336019707076,2.8986590490068944e-5,2.2594304361689783e-5,5
0.2718523784438011,0.5108619487158368,3.0735574620783644e-5,2.4761399490509018e-5,5
0.29072295375159374,0.5108726200136051,3.2145270724725554e-5,2.674268854774586e-5,5
0.2697429377610469,0.510866239417133,3.0730546411403414e-5,2.4754825932708355e-5,5
0.2862098634330844,0.5108757717801412,3.212767162161448e-5,2.6718060372897746e-5,5
0.3104540297398807,0.5108837037942117,3.356888859538953e-5,2.875393770108924e-5,5
0.30259574040375303,0.510882180242588,3.354204714717273e-5,2.87137012080417e-5,5
0.2975272659333197,0.5108776466799997,3.21724170950888e-5,2.6780843201262506e-5,5
0.31681357825318107,0.5108872944815184,3.359026203400075e-5,2.8786024082921287e-5,5
0.33964862000289125,0.5108937024809195,3.6418884907627374e-5,3.333469688173464e-5,5
0.3197946560782019,0.510889609765271,3.462186719844769e-5,3.0406818925734377e-5,5
0.29072295374667895,0.5108726199972571,3.214527046245683e-5,2.6742688172834767e-5,5
0.3017372796436571,0.51087770965868,3.3539053455511365e-5,2.8709190590203334e-5,5
0.3040268288455184,0.5108799239701551,3.354695680202639e-5,2.872104167066313e-5,5
0.30173727961686375,0.5108777096725997,3.353905299326899e-5,2.8709189898523063e-5,5
