Genome_size,Min_gen_time,percent_C,percent_N,percent_P
6.848484848484849e6,0.41956185968404314,48.32071102121008,7.2828582067756855,2.1659139983091116
6.929292929292929e6,0.3875872959047998,48.30511984332044,7.290802289698485,2.266368250947605
7.010101010101011e6,0.3733373482036215,48.30259423250347,7.287768062510685,2.3001724219019284
7.090909090909091e6,0.3477277242814115,48.28760325385846,7.295493098021389,2.3964075397819027
7.1717171717171725e6,0.33617983988945876,48.285391997557085,7.292471939985122,2.4274834438039474
7.252525252525253e6,0.3152135314691042,48.27096074741012,7.299990310235933,2.5197936068422613
7.333333333333333e6,0.2966771681904708,48.25684541346211,7.3073670317552315,2.6099899375143973
7.414141414141415e6,0.2801730996351371,48.24303460618719,7.314607054805528,2.6981492794671005
7.494949494949495e6,0.2653857902669629,48.229517249460606,7.32171528899532,2.784345974160877
7.575757575757576e6,0.24588239888824565,48.20433720636217,7.338869848452469,2.929035124125866
7.656565656565657e6,0.23437859897295024,48.19146777029552,7.345649808190342,3.0110497202623416
7.737373737373738e6,0.2238894575074261,48.17885842841415,7.352314048062001,3.0913203453774596
7.818181818181818e6,0.20978394507022066,48.15478394408827,7.368844605977324,3.2291326025891807
7.898989898989899e6,0.19732893261340406,48.13108236252373,7.38515605880267,3.3646603139815148
7.97979797979798e6,0.18625186942137897,48.10773945926975,7.401257109136871,3.497989225119376
8.060606060606061e6,0.1763369713228182,48.08474127361806,7.417156386100405,3.6292031351652922
8.141414141414141e6,0.16741118888882042,48.06207414345063,7.432862407531317,3.758383753695328
8.222222222222222e6,0.15680989113862534,48.028177920149545,7.458217372860274,3.943979095781293
8.303030303030303e6,0.147455048798624,47.994620282866386,7.483366833380195,4.1275267575036505
8.3838383838383835e6,0.13913989290150242,47.96138386657413,7.508322845724724,4.3091256035192
8.464646464646464e6,0.13170090634960938,47.92845143229022,7.533097474457448,4.48887339363913
8.545454545454547e6,0.12500708876919453,47.895805915742706,7.5577027447198795,4.666866560783421
8.626262626262626e6,0.11752785390705965,47.851807391438804,7.592049376073143,4.901954041506183
8.707070707070706e6,0.11088213423950727,47.807995525058125,7.626307326063883,5.1358128125493865
8.787878787878787e6,0.10493849723743617,47.76434733815448,7.660493952736454,5.368568001290606
8.868686868686868e6,0.09858617881347341,47.70900286255553,7.704707655986296,5.660179706443333
8.94949494949495e6,0.09294964651694458,47.65360663042099,7.749029351450074,5.951793725330174
9.03030303030303e6,0.08791484480534148,47.59812495685285,7.793485769670341,6.2435882738343365
9.11111111111111e6,0.08339068229944667,47.542523436215866,7.838104331729653,6.535744899834181
9.191919191919193e6,0.07866044121339709,47.47443257822469,7.893417686290973,6.890798029898608
9.272727272727272e6,0.07386359292912788,47.3932990711394,7.959895322656611,7.31155167482451
9.353535353535354e6,0.07011601349529163,47.32399589807828,8.016352534385701,7.672281052707095
9.434343434343435e6,0.06581546514018989,47.2280870153356,8.095521706657902,8.167284776972224
9.515151515151516e6,0.06240726824475665,47.14383619250518,8.164814015453913,8.60314787416036
9.595959595959596e6,0.05896654070677906,47.04477330436898,8.246771209181286,9.113681418522974
9.676767676767677e6,0.05555736098898505,46.92979720798484,8.342329639316857,9.704457449629786
9.757575757575758e6,0.05251599833911834,46.81197252760265,8.440361457597401,10.309440619071138
9.838383838383839e6,0.04952854181339779,46.67617070054427,8.553749547135196,11.005110385608068
9.91919191919192e6,0.046629770900841375,46.52053530526338,8.684073641909013,11.800856069135648
1.0e7,0.044047392236775146,46.358975104498626,8.819487128570927,12.626374663049711
